Entity,Code,Year,"Upper secondary school age, female","Upper secondary school age, male","Lower secondary school age, female","Lower secondary school age, male","Primary school age, female","Primary school age, male"
Dominican Republic,DOM,1999,141927,158534,32938,38067,90493,100153
Dominican Republic,DOM,2000,133145,146386,29041,31927,86168,95020
Dominican Republic,DOM,2002,91400,152797,,,68228,46124
Dominican Republic,DOM,2003,,,,,89691,62172
Dominican Republic,DOM,2004,134707,144979,14698,16041,99196,114335
Dominican Republic,DOM,2005,119658,135598,13350,18491,89374,103977
Dominican Republic,DOM,2006,,,,,94268,117297
Dominican Republic,DOM,2007,74349,92205,15012,20895,62364,74291
Dominican Republic,DOM,2008,88201,104216,10839,15954,83882,95908
Dominican Republic,DOM,2009,118015,133857,22607,21261,54759,6806
Dominican Republic,DOM,2010,105771,119758,22184,17255,63031,33219
Dominican Republic,DOM,2011,109945,123150,18038,15087,60551,48075
Dominican Republic,DOM,2012,107665,120431,18242,14043,71430,61791
Dominican Republic,DOM,2013,99390,109229,10696,6995,77067,72141
Dominican Republic,DOM,2014,92969,100016,11906,8001,90684,88235
East Asia & Pacific,,1986,,,,,10969859,3461754
East Asia & Pacific,,1987,,,,,7076843,2490995
East Asia & Pacific,,1988,,,,,5361166,2022954
East Asia & Pacific,,1989,,,,,5109337,1842793
East Asia & Pacific,,1990,,,,,5388822,2064489
East Asia & Pacific,,1991,,,,,5185185,1895631
East Asia & Pacific,,1992,,,,,5220528,1743461
East Asia & Pacific,,1993,,,,,5817214,2627999
East Asia & Pacific,,1994,,,,,6667306,3714397
East Asia & Pacific,,1995,,,,,7798933,5407960
East Asia & Pacific,,1996,,,,,8580760,7031451
East Asia & Pacific,,1997,,,,,9235406,8232106
East Asia & Pacific,,1998,19890376,16181271,11458967,12044459,7511571,6904481
East Asia & Pacific,,1999,19648450,16002384,12166564,12694095,5701863,5585340
East Asia & Pacific,,2000,19770364,16896142,11912834,12608737,5287715,5125528
East Asia & Pacific,,2001,19911316,17821866,11426676,12163925,4623051,4504579
East Asia & Pacific,,2002,20096124,18652576,10227152,10917254,2443502,2280943
East Asia & Pacific,,2003,19822662,19418660,8081175,8715949,2648598,2308821
East Asia & Pacific,,2004,19439720,20358034,7588262,8265408,2778048,3722442
East Asia & Pacific,,2005,19428054,21720832,7428421,8037102,4636878,4467587
East Asia & Pacific,,2006,18654592,21151040,6889048,7572664,4903592,4779620
East Asia & Pacific,,2007,16528232,19068376,5147150,5685871,3813888,3816904
East Asia & Pacific,,2008,15216559,17528184,5169565,5586752,3678411,3647200
East Asia & Pacific,,2009,13817830,16198764,4808704,5169322,3320921,3280231
East Asia & Pacific,,2010,12442627,14842791,4500426,4932574,2975856,3404630
East Asia & Pacific,,2011,10733164,13285493,4236030,4686184,2580154,3480524
East Asia & Pacific,,2012,9570801,12570879,4029075,4635909,2809034,3330257
East Asia & Pacific,,2013,8867934,11814933,3985211,4545403,2961459,3517877
East Asia & Pacific,,2014,8267763,11427231,3752166,4454033,2993418,3308389
East Asia & Pacific (all income levels),,1985,,,,,14900030,4267712
East Asia & Pacific (all income levels),,1986,,,,,11047993,3561437
East Asia & Pacific (all income levels),,1987,,,,,7127720,2551752
East Asia & Pacific (all income levels),,1988,,,,,5403832,2077443
East Asia & Pacific (all income levels),,1989,,,,,5151716,1899257
East Asia & Pacific (all income levels),,1990,,,,,5442034,2132490
East Asia & Pacific (all income levels),,1991,,,,,5250106,1976686
East Asia & Pacific (all income levels),,1992,,,,,5290394,1832621
East Asia & Pacific (all income levels),,1993,,,,,5908374,2746830
East Asia & Pacific (all income levels),,1994,,,,,6746412,3823589
East Asia & Pacific (all income levels),,1995,,,,,7891425,5538163
East Asia & Pacific (all income levels),,1996,,,,,8666863,7152457
East Asia & Pacific (all income levels),,1997,,,,,9325469,8357222
East Asia & Pacific (all income levels),,1998,20108652,16446554,11547402,12149990,7603272,7041638
East Asia & Pacific (all income levels),,1999,19872286,16268636,12238952,12779197,5781450,5712971
East Asia & Pacific (all income levels),,2000,20044932,17189938,11951811,12654960,5362776,5238904
East Asia & Pacific (all income levels),,2001,20192716,18147512,11469923,12228134,4708577,4610479
East Asia & Pacific (all income levels),,2002,20372184,18976616,10307877,11005373,2533860,2385143
East Asia & Pacific (all income levels),,2003,20127188,19761462,8175716,8821303,2718400,2401615
East Asia & Pacific (all income levels),,2004,19772680,20722220,7646203,8327148,2844816,3810984
East Asia & Pacific (all income levels),,2005,19770136,22095516,7475018,8095516,4697266,4546577
East Asia & Pacific (all income levels),,2006,18978788,21512576,6925066,7623996,4960987,4853949
East Asia & Pacific (all income levels),,2007,16819750,19406328,5180732,5731255,3863703,3887546
East Asia & Pacific (all income levels),,2008,15483965,17846444,5207240,5627084,3726941,3714047
East Asia & Pacific (all income levels),,2009,14057352,16480912,4837299,5199765,3380772,3346456
East Asia & Pacific (all income levels),,2010,12668237,15104807,4524244,4957073,3041212,3466139
East Asia & Pacific (all income levels),,2011,10915016,13496143,4272718,4728848,2635237,3533197
East Asia & Pacific (all income levels),,2012,9735915,12769814,4054790,4665102,2867453,3385570
East Asia & Pacific (all income levels),,2013,9020777,12012630,4010682,4574040,3055246,3612136
East Asia & Pacific (all income levels),,2014,8423412,11627066,3773704,4479332,3086232,3402434
Ecuador,ECU,1971,,,,,103230,100932
Ecuador,ECU,1973,,,,,106672,102004
Ecuador,ECU,1974,,,,,102944,100997
Ecuador,ECU,1975,,,,,106842,109799
Ecuador,ECU,1976,,,,,106876,110014
Ecuador,ECU,1977,,,,,92438,92937
Ecuador,ECU,1978,,,,,84048,83116
Ecuador,ECU,1979,,,,,68605,62931
Ecuador,ECU,1980,,,,,78231,73866
Ecuador,ECU,1994,,,,,57750,65065
Ecuador,ECU,1995,,,,,55751,63255
Ecuador,ECU,1996,,,,,47585,56208
Ecuador,ECU,1997,,,,,29034,36657
Ecuador,ECU,1998,182425,193436,110485,111906,24589,35442
Ecuador,ECU,1999,183122,191712,110622,109071,25641,38460
Ecuador,ECU,2000,185959,194596,112143,111432,21169,30804
Ecuador,ECU,2001,188001,199135,114038,115254,8812,20835
Ecuador,ECU,2002,190448,198418,115509,112236,,
Ecuador,ECU,2003,195931,206815,114615,114983,,
Ecuador,ECU,2005,191545,201406,105770,103356,,
Ecuador,ECU,2006,191949,200871,100051,99553,,
Ecuador,ECU,2007,184167,192262,99196,96840,,
Ecuador,ECU,2009,,,,,12694,37346
Ecuador,ECU,2010,123547,130860,53464,50032,19837,35877
Ecuador,ECU,2011,120432,126904,52251,49327,,
Ecuador,ECU,2012,111069,120879,36218,31430,,
Ecuador,ECU,2013,72047,77617,,,,
Ecuador,ECU,2014,,,,,21518,41707
Egypt,EGY,1971,,,,,1289344,658514
Egypt,EGY,1972,,,,,1311342,648997
Egypt,EGY,1973,,,,,1342975,658351
Egypt,EGY,1978,,,,,1326148,629893
Egypt,EGY,1994,,,666450,394485,816070,331050
Egypt,EGY,1997,,,,,742991,347852
Egypt,EGY,1999,,,,,649581,444860
Egypt,EGY,2000,,,,,579451,407095
Egypt,EGY,2001,,,,,480957,340754
